event_id,student_id,event_date,feature_name,event_type,is_synthetic
163,4,2026-05-31,rewards,page_view,True
164,5,2026-04-13,study_room,session_started,True
165,5,2026-04-13,notes,note_uploaded,True
166,5,2026-04-13,rewards,page_view,True
167,5,2026-04-15,study_room,session_started,True
168,5,2026-04-15,notes,note_uploaded,True
169,5,2026-04-16,rewards,page_view,True
170,5,2026-04-18,study_room,session_started,True
171,5,2026-04-19,study_room,session_started,True
172,5,2026-04-19,rewards,page_view,True
173,5,2026-04-20,rewards,page_view,True
174,5,2026-04-24,study_room,session_started,True
175,5,2026-04-25,dashboard,page_view,True
176,5,2026-04-26,rewards,page_view,True
177,5,2026-04-27,study_room,session_started,True
178,5,2026-04-28,study_room,session_started,True
179,5,2026-04-28,dashboard,page_view,True
180,5,2026-04-29,study_room,session_started,True
181,5,2026-04-30,dashboard,page_view,True
182,5,2026-05-01,study_room,session_started,True
183,5,2026-05-01,notes,note_uploaded,True
184,5,2026-05-02,study_room,session_started,True
185,5,2026-05-03,study_room,session_started,True
186,5,2026-05-03,notes,note_uploaded,True
187,5,2026-05-03,promotions,page_view,True
188,5,2026-05-04,study_room,session_started,True
189,5,2026-05-05,study_room,session_started,True
190,5,2026-05-06,study_room,session_started,True
191,5,2026-05-06,notes,note_uploaded,True
192,5,2026-05-06,dashboard,page_view,True
193,5,2026-05-08,promotions,page_view,True
194,5,2026-05-09,study_room,session_started,True
195,5,2026-05-10,study_room,session_started,True
196,5,2026-05-10,notes,note_uploaded,True
197,5,2026-05-10,promotions,page_view,True
198,5,2026-05-11,study_room,session_started,True
199,5,2026-05-12,rewards,page_view,True
200,5,2026-05-13,study_room,session_started,True
201,5,2026-05-14,study_room,session_started,True
202,5,2026-05-14,rewards,page_view,True
203,5,2026-05-15,study_room,session_started,True
204,5,2026-05-15,promotions,page_view,True
205,5,2026-05-16,promotions,page_view,True
206,5,2026-05-17,dashboard,page_view,True
207,5,2026-05-18,study_room,session_started,True
208,5,2026-05-19,study_room,session_started,True
209,5,2026-05-21,study_room,session_started,True
210,5,2026-05-22,dashboard,page_view,True
211,5,2026-05-23,study_room,session_started,True
212,5,2026-05-23,notes,note_uploaded,True
213,5,2026-05-23,dashboard,page_view,True
214,5,2026-05-24,study_room,session_started,True
215,5,2026-05-25,study_room,session_started,True
216,5,2026-05-25,rewards,page_view,True
217,5,2026-05-26,study_room,session_started,True
218,5,2026-05-29,study_room,session_started,True
219,5,2026-05-30,study_room,session_started,True
220,6,2026-04-20,study_room,session_started,True
221,6,2026-04-24,dashboard,page_view,True
222,6,2026-04-28,dashboard,page_view,True
223,6,2026-04-30,promotions,page_view,True
224,6,2026-05-03,dashboard,page_view,True
225,6,2026-05-04,promotions,page_view,True
226,6,2026-05-07,study_room,session_started,True
227,6,2026-05-07,rewards,page_view,True
228,6,2026-05-09,study_room,session_started,True
229,6,2026-05-09,promotions,page_view,True
230,6,2026-05-12,study_room,session_started,True
231,6,2026-05-12,notes,note_uploaded,True
232,6,2026-05-12,promotions,page_view,True
233,6,2026-05-13,promotions,page_view,True
234,6,2026-05-14,dashboard,page_view,True
235,6,2026-05-15,rewards,page_view,True
236,6,2026-05-16,study_room,session_started,True
237,6,2026-05-16,dashboard,page_view,True
238,6,2026-05-18,rewards,page_view,True
239,6,2026-05-19,promotions,page_view,True
240,6,2026-05-20,study_room,session_started,True
241,6,2026-05-25,promotions,page_view,True
242,6,2026-05-28,promotions,page_view,True
243,6,2026-05-31,study_room,session_started,True
244,7,2026-04-07,study_room,session_started,True
245,7,2026-04-08,study_room,session_started,True
246,7,2026-04-09,study_room,session_started,True
247,7,2026-04-09,notes,note_uploaded,True
248,7,2026-04-10,study_room,session_started,True
249,7,2026-04-13,rewards,page_view,True
250,7,2026-04-14,promotions,page_view,True
251,7,2026-04-18,study_room,session_started,True
252,7,2026-04-20,study_room,session_started,True
253,7,2026-04-22,study_room,session_started,True
254,7,2026-04-22,dashboard,page_view,True
255,7,2026-04-24,study_room,session_started,True
256,7,2026-04-24,notes,note_uploaded,True
257,7,2026-04-25,rewards,page_view,True
258,7,2026-04-27,study_room,session_started,True
259,7,2026-04-29,promotions,page_view,True
260,7,2026-04-30,study_room,session_started,True
261,7,2026-05-01,promotions,page_view,True
262,7,2026-05-02,study_room,session_started,True
263,7,2026-05-03,study_room,session_started,True
264,7,2026-05-04,study_room,session_started,True
265,7,2026-05-04,rewards,page_view,True
266,7,2026-05-06,promotions,page_view,True
267,7,2026-05-07,study_room,session_started,True
268,7,2026-05-08,promotions,page_view,True
269,7,2026-05-11,study_room,session_started,True
270,7,2026-05-16,study_room,session_started,True
271,7,2026-05-16,notes,note_uploaded,True
272,7,2026-05-17,study_room,session_started,True
273,7,2026-05-18,study_room,session_started,True
274,7,2026-05-20,rewards,page_view,True
275,7,2026-05-21,rewards,page_view,True
276,7,2026-05-23,study_room,session_started,True
277,7,2026-05-26,study_room,session_started,True
278,7,2026-05-26,dashboard,page_view,True
279,7,2026-05-30,study_room,session_started,True
280,7,2026-05-31,promotions,page_view,True
281,8,2026-04-13,study_room,session_started,True
282,8,2026-04-14,study_room,session_started,True
283,8,2026-04-14,notes,note_uploaded,True
284,8,2026-04-14,dashboard,page_view,True
285,8,2026-04-15,study_room,session_started,True
286,8,2026-04-15,notes,note_uploaded,True
287,8,2026-04-15,promotions,page_view,True
288,8,2026-04-16,study_room,session_started,True
289,8,2026-04-17,study_room,session_started,True
290,8,2026-04-18,study_room,session_started,True
291,8,2026-04-19,study_room,session_started,True
292,8,2026-04-19,notes,note_uploaded,True
293,8,2026-04-20,study_room,session_started,True
294,8,2026-04-20,promotions,page_view,True
295,8,2026-04-21,study_room,session_started,True
296,8,2026-04-22,study_room,session_started,True
297,8,2026-04-23,study_room,session_started,True
298,8,2026-04-24,study_room,session_started,True
299,8,2026-04-24,promotions,page_view,True
300,8,2026-04-25,study_room,session_started,True
301,8,2026-04-25,notes,note_uploaded,True
302,8,2026-04-25,dashboard,page_view,True
303,8,2026-04-26,study_room,session_started,True
304,8,2026-04-27,study_room,session_started,True
305,8,2026-04-28,dashboard,page_view,True
306,8,2026-04-29,study_room,session_started,True
307,8,2026-04-29,rewards,page_view,True
308,8,2026-04-30,study_room,session_started,True
309,8,2026-04-30,notes,note_uploaded,True
310,8,2026-05-01,study_room,session_started,True
311,8,2026-05-02,study_room,session_started,True
312,8,2026-05-02,promotions,page_view,True
313,8,2026-05-03,study_room,session_started,True
314,8,2026-05-04,rewards,page_view,True
315,8,2026-05-06,study_room,session_started,True
316,8,2026-05-06,notes,note_uploaded,True
317,8,2026-05-06,promotions,page_view,True
318,8,2026-05-07,study_room,session_started,True
319,8,2026-05-08,study_room,session_started,True
320,8,2026-05-09,study_room,session_started,True
321,8,2026-05-09,promotions,page_view,True
322,8,2026-05-10,study_room,session_started,True
323,8,2026-05-11,study_room,session_started,True
324,8,2026-05-12,study_room,session_started,True
325,8,2026-05-13,study_room,session_started,True
326,8,2026-05-14,study_room,session_started,True
327,8,2026-05-14,notes,note_uploaded,True
328,8,2026-05-15,study_room,session_started,True
329,8,2026-05-16,study_room,session_started,True
330,8,2026-05-17,study_room,session_started,True
331,8,2026-05-19,rewards,page_view,True
332,8,2026-05-20,study_room,session_started,True
333,8,2026-05-20,notes,note_uploaded,True
334,8,2026-05-21,study_room,session_started,True
335,8,2026-05-21,promotions,page_view,True
336,8,2026-05-22,study_room,session_started,True
337,8,2026-05-25,study_room,session_started,True
338,8,2026-05-26,study_room,session_started,True
339,8,2026-05-26,notes,note_uploaded,True
340,8,2026-05-27,study_room,session_started,True
341,8,2026-05-27,dashboard,page_view,True
342,8,2026-05-28,study_room,session_started,True
343,8,2026-05-28,notes,note_uploaded,True
344,8,2026-05-29,promotions,page_view,True
345,8,2026-05-30,study_room,session_started,True
346,8,2026-05-30,rewards,page_view,True
347,8,2026-05-31,study_room,session_started,True
348,9,2026-04-10,study_room,session_started,True
349,9,2026-04-10,promotions,page_view,True
350,9,2026-04-11,study_room,session_started,True
351,9,2026-04-11,promotions,page_view,True
352,9,2026-04-12,study_room,session_started,True
353,9,2026-04-12,notes,note_uploaded,True
354,9,2026-04-14,study_room,session_started,True
355,9,2026-04-15,study_room,session_started,True
356,9,2026-04-16,dashboard,page_view,True
357,9,2026-04-17,study_room,session_started,True
358,9,2026-04-17,notes,note_uploaded,True
359,9,2026-04-20,study_room,session_started,True
360,9,2026-04-21,study_room,session_started,True
361,9,2026-04-23,study_room,session_started,True
362,9,2026-04-23,promotions,page_view,True
363,9,2026-04-24,study_room,session_started,True
364,9,2026-04-24,notes,note_uploaded,True
365,9,2026-04-25,study_room,session_started,True
366,9,2026-04-26,study_room,session_started,True
367,9,2026-04-27,study_room,session_started,True
368,9,2026-04-27,rewards,page_view,True
369,9,2026-04-28,study_room,session_started,True
370,9,2026-04-28,dashboard,page_view,True
371,9,2026-04-29,study_room,session_started,True
372,9,2026-04-30,study_room,session_started,True
373,9,2026-05-03,promotions,page_view,True
374,9,2026-05-04,study_room,session_started,True
375,9,2026-05-04,notes,note_uploaded,True
376,9,2026-05-05,study_room,session_started,True
377,9,2026-05-06,study_room,session_started,True
378,9,2026-05-06,rewards,page_view,True
379,9,2026-05-07,study_room,session_started,True
380,9,2026-05-08,study_room,session_started,True
381,9,2026-05-09,rewards,page_view,True
382,9,2026-05-10,study_room,session_started,True
383,9,2026-05-12,study_room,session_started,True
384,9,2026-05-12,notes,note_uploaded,True
385,9,2026-05-17,study_room,session_started,True
386,9,2026-05-17,notes,note_uploaded,True
387,9,2026-05-17,promotions,page_view,True
388,9,2026-05-18,study_room,session_started,True
389,9,2026-05-20,study_room,session_started,True
390,9,2026-05-20,promotions,page_view,True
391,9,2026-05-23,study_room,session_started,True
392,9,2026-05-23,dashboard,page_view,True
393,9,2026-05-26,study_room,session_started,True
394,9,2026-05-26,rewards,page_view,True
395,9,2026-05-27,study_room,session_started,True
396,9,2026-05-28,study_room,session_started,True
397,9,2026-05-28,notes,note_uploaded,True
398,9,2026-05-28,dashboard,page_view,True
399,9,2026-05-29,study_room,session_started,True
400,9,2026-05-31,study_room,session_started,True
401,10,2026-04-11,rewards,page_view,True
402,10,2026-04-12,rewards,page_view,True
403,10,2026-04-14,dashboard,page_view,True
404,10,2026-04-22,study_room,session_started,True
405,10,2026-04-22,notes,note_uploaded,True
406,10,2026-04-25,study_room,session_started,True
407,10,2026-04-25,promotions,page_view,True
408,10,2026-04-26,study_room,session_started,True
409,10,2026-04-26,notes,note_uploaded,True
410,10,2026-04-30,dashboard,page_view,True
411,10,2026-05-01,study_room,session_started,True
412,10,2026-05-02,rewards,page_view,True
413,10,2026-05-06,dashboard,page_view,True
414,10,2026-05-09,study_room,session_started,True
415,10,2026-05-09,dashboard,page_view,True
416,10,2026-05-11,rewards,page_view,True
417,10,2026-05-12,promotions,page_view,True
418,10,2026-05-14,rewards,page_view,True
419,10,2026-05-15,study_room,session_started,True
420,10,2026-05-15,notes,note_uploaded,True
421,10,2026-05-19,study_room,session_started,True
422,10,2026-05-19,notes,note_uploaded,True
423,10,2026-05-21,dashboard,page_view,True
424,10,2026-05-24,promotions,page_view,True
425,10,2026-05-28,study_room,session_started,True
426,10,2026-05-28,notes,note_uploaded,True
427,10,2026-05-29,dashboard,page_view,True
428,10,2026-05-31,rewards,page_view,True
429,11,2026-04-23,promotions,page_view,True
430,11,2026-04-24,study_room,session_started,True
431,11,2026-04-24,promotions,page_view,True
432,11,2026-04-25,study_room,session_started,True
433,11,2026-04-26,study_room,session_started,True
434,11,2026-04-30,promotions,page_view,True
435,11,2026-05-01,rewards,page_view,True
436,11,2026-05-02,study_room,session_started,True
437,11,2026-05-02,rewards,page_view,True
438,11,2026-05-05,study_room,session_started,True
439,11,2026-05-07,promotions,page_view,True
440,11,2026-05-10,promotions,page_view,True
441,11,2026-05-12,study_room,session_started,True
442,11,2026-05-13,study_room,session_started,True
443,11,2026-05-13,notes,note_uploaded,True
444,11,2026-05-13,rewards,page_view,True
445,11,2026-05-17,dashboard,page_view,True
446,11,2026-05-18,study_room,session_started,True
447,11,2026-05-19,rewards,page_view,True
448,11,2026-05-20,promotions,page_view,True
449,11,2026-05-21,study_room,session_started,True
450,11,2026-05-21,notes,note_uploaded,True
451,11,2026-05-21,dashboard,page_view,True
452,11,2026-05-23,promotions,page_view,True
453,11,2026-05-26,rewards,page_view,True
454,11,2026-05-30,study_room,session_started,True
455,11,2026-05-30,rewards,page_view,True
456,11,2026-05-31,study_room,session_started,True
457,12,2026-04-23,study_room,session_started,True
458,12,2026-04-23,notes,note_uploaded,True
459,12,2026-04-24,study_room,session_started,True
460,12,2026-04-25,rewards,page_view,True
461,12,2026-04-26,study_room,session_started,True
462,12,2026-04-27,study_room,session_started,True
463,12,2026-04-27,dashboard,page_view,True
464,12,2026-04-28,study_room,session_started,True
465,12,2026-04-29,study_room,session_started,True
466,12,2026-04-30,study_room,session_started,True
467,12,2026-05-01,study_room,session_started,True
468,12,2026-05-01,promotions,page_view,True
469,12,2026-05-02,study_room,session_started,True
470,12,2026-05-02,notes,note_uploaded,True
471,12,2026-05-03,study_room,session_started,True
472,12,2026-05-03,notes,note_uploaded,True
473,12,2026-05-04,study_room,session_started,True
474,12,2026-05-05,study_room,session_started,True
475,12,2026-05-05,notes,note_uploaded,True
476,12,2026-05-06,study_room,session_started,True
477,12,2026-05-07,study_room,session_started,True
478,12,2026-05-07,notes,note_uploaded,True
479,12,2026-05-08,study_room,session_started,True
480,12,2026-05-10,study_room,session_started,True
481,12,2026-05-10,rewards,page_view,True
482,12,2026-05-11,study_room,session_started,True
483,12,2026-05-11,promotions,page_view,True
484,12,2026-05-12,study_room,session_started,True
485,12,2026-05-12,rewards,page_view,True
486,12,2026-05-13,study_room,session_started,True
487,12,2026-05-14,study_room,session_started,True
488,12,2026-05-14,notes,note_uploaded,True
489,12,2026-05-14,rewards,page_view,True
490,12,2026-05-18,study_room,session_started,True
491,12,2026-05-19,study_room,session_started,True
492,12,2026-05-20,study_room,session_started,True
493,12,2026-05-21,study_room,session_started,True
494,12,2026-05-21,notes,note_uploaded,True
495,12,2026-05-21,promotions,page_view,True
496,12,2026-05-23,study_room,session_started,True
497,12,2026-05-23,notes,note_uploaded,True
498,12,2026-05-23,dashboard,page_view,True
499,12,2026-05-25,study_room,session_started,True
500,12,2026-05-25,notes,note_uploaded,True
501,12,2026-05-25,promotions,page_view,True
502,12,2026-05-26,study_room,session_started,True
503,12,2026-05-27,study_room,session_started,True
504,12,2026-05-28,study_room,session_started,True
505,12,2026-05-28,notes,note_uploaded,True
506,12,2026-05-28,rewards,page_view,True
507,12,2026-05-29,rewards,page_view,True
508,12,2026-05-30,study_room,session_started,True
509,12,2026-05-31,study_room,session_started,True
510,12,2026-05-31,notes,note_uploaded,True
511,12,2026-05-31,rewards,page_view,True
512,13,2026-04-22,study_room,session_started,True
513,13,2026-04-22,notes,note_uploaded,True
514,13,2026-04-23,study_room,session_started,True
515,13,2026-04-24,study_room,session_started,True
516,13,2026-04-25,study_room,session_started,True
517,13,2026-04-25,rewards,page_view,True
518,13,2026-04-29,study_room,session_started,True
519,13,2026-05-01,study_room,session_started,True
520,13,2026-05-01,promotions,page_view,True
521,13,2026-05-03,study_room,session_started,True
522,13,2026-05-03,notes,note_uploaded,True
523,13,2026-05-04,study_room,session_started,True
524,13,2026-05-05,study_room,session_started,True
525,13,2026-05-07,dashboard,page_view,True
526,13,2026-05-08,study_room,session_started,True
527,13,2026-05-09,study_room,session_started,True
528,13,2026-05-10,study_room,session_started,True
529,13,2026-05-10,dashboard,page_view,True
530,13,2026-05-11,study_room,session_started,True
531,13,2026-05-12,study_room,session_started,True
532,13,2026-05-13,study_room,session_started,True
533,13,2026-05-14,dashboard,page_view,True
534,13,2026-05-17,study_room,session_started,True
535,13,2026-05-17,promotions,page_view,True
536,13,2026-05-18,study_room,session_started,True
537,13,2026-05-19,study_room,session_started,True
538,13,2026-05-20,study_room,session_started,True
539,13,2026-05-21,study_room,session_started,True
540,13,2026-05-21,notes,note_uploaded,True
541,13,2026-05-22,dashboard,page_view,True
542,13,2026-05-23,study_room,session_started,True
543,13,2026-05-25,study_room,session_started,True
544,13,2026-05-26,promotions,page_view,True
545,13,2026-05-27,study_room,session_started,True
546,13,2026-05-27,dashboard,page_view,True
547,13,2026-05-28,rewards,page_view,True
548,13,2026-05-29,promotions,page_view,True
549,13,2026-05-31,promotions,page_view,True
550,14,2026-04-25,study_room,session_started,True
551,14,2026-04-28,dashboard,page_view,True
552,14,2026-05-01,study_room,session_started,True
553,14,2026-05-02,promotions,page_view,True
554,14,2026-05-04,promotions,page_view,True
555,14,2026-05-05,study_room,session_started,True
556,14,2026-05-06,study_room,session_started,True
557,14,2026-05-07,promotions,page_view,True
558,14,2026-05-08,rewards,page_view,True
559,14,2026-05-09,dashboard,page_view,True
560,14,2026-05-10,promotions,page_view,True
561,14,2026-05-12,dashboard,page_view,True
562,14,2026-05-14,dashboard,page_view,True
563,14,2026-05-23,promotions,page_view,True
564,14,2026-05-24,promotions,page_view,True
565,14,2026-05-25,study_room,session_started,True
566,14,2026-05-28,dashboard,page_view,True
567,14,2026-05-30,study_room,session_started,True
568,14,2026-05-30,dashboard,page_view,True
569,15,2026-04-12,rewards,page_view,True
570,15,2026-04-14,study_room,session_started,True
571,15,2026-04-15,study_room,session_started,True
572,15,2026-04-18,study_room,session_started,True
573,15,2026-04-19,study_room,session_started,True
574,15,2026-04-19,rewards,page_view,True
575,15,2026-04-20,study_room,session_started,True
576,15,2026-04-20,dashboard,page_view,True
577,15,2026-04-24,study_room,session_started,True
578,15,2026-04-24,rewards,page_view,True
579,15,2026-04-25,study_room,session_started,True
580,15,2026-04-25,promotions,page_view,True
581,15,2026-04-26,study_room,session_started,True
582,15,2026-04-27,study_room,session_started,True
583,15,2026-04-27,notes,note_uploaded,True
584,15,2026-04-27,promotions,page_view,True
585,15,2026-04-29,study_room,session_started,True
586,15,2026-04-29,dashboard,page_view,True
587,15,2026-05-01,study_room,session_started,True
588,15,2026-05-04,study_room,session_started,True
589,15,2026-05-05,study_room,session_started,True
590,15,2026-05-05,notes,note_uploaded,True
591,15,2026-05-10,rewards,page_view,True
592,15,2026-05-11,study_room,session_started,True
593,15,2026-05-13,study_room,session_started,True
594,15,2026-05-13,notes,note_uploaded,True
595,15,2026-05-14,study_room,session_started,True
596,15,2026-05-15,study_room,session_started,True
597,15,2026-05-15,dashboard,page_view,True
598,15,2026-05-17,study_room,session_started,True
599,15,2026-05-17,rewards,page_view,True
600,15,2026-05-19,promotions,page_view,True
601,15,2026-05-22,study_room,session_started,True
602,15,2026-05-22,notes,note_uploaded,True
603,15,2026-05-22,promotions,page_view,True
604,15,2026-05-23,study_room,session_started,True
605,15,2026-05-23,promotions,page_view,True
606,15,2026-05-25,study_room,session_started,True
607,15,2026-05-27,study_room,session_started,True
608,15,2026-05-29,dashboard,page_view,True
609,15,2026-05-30,study_room,session_started,True
610,15,2026-05-30,notes,note_uploaded,True
611,15,2026-05-31,promotions,page_view,True
612,16,2026-04-24,study_room,session_started,True
613,16,2026-04-24,dashboard,page_view,True
614,16,2026-04-25,study_room,session_started,True
615,16,2026-04-26,study_room,session_started,True
616,16,2026-04-27,study_room,session_started,True
617,16,2026-04-28,study_room,session_started,True
618,16,2026-04-30,study_room,session_started,True
619,16,2026-05-01,study_room,session_started,True
620,16,2026-05-01,notes,note_uploaded,True
621,16,2026-05-01,dashboard,page_view,True
622,16,2026-05-02,promotions,page_view,True
623,16,2026-05-03,study_room,session_started,True
624,16,2026-05-04,study_room,session_started,True
625,16,2026-05-05,study_room,session_started,True
626,16,2026-05-05,notes,note_uploaded,True
627,16,2026-05-06,study_room,session_started,True
628,16,2026-05-07,study_room,session_started,True
629,16,2026-05-09,study_room,session_started,True
630,16,2026-05-09,promotions,page_view,True
631,16,2026-05-10,study_room,session_started,True
632,16,2026-05-11,study_room,session_started,True
633,16,2026-05-11,promotions,page_view,True
634,16,2026-05-12,study_room,session_started,True
635,16,2026-05-12,promotions,page_view,True
636,16,2026-05-13,study_room,session_started,True
637,16,2026-05-14,study_room,session_started,True
638,16,2026-05-14,notes,note_uploaded,True
639,16,2026-05-14,rewards,page_view,True
640,16,2026-05-16,study_room,session_started,True
641,16,2026-05-17,study_room,session_started,True
642,16,2026-05-18,study_room,session_started,True
643,16,2026-05-18,promotions,page_view,True
644,16,2026-05-19,study_room,session_started,True
645,16,2026-05-19,notes,note_uploaded,True
646,16,2026-05-20,study_room,session_started,True
647,16,2026-05-21,study_room,session_started,True
648,16,2026-05-21,promotions,page_view,True
649,16,2026-05-22,study_room,session_started,True
650,16,2026-05-23,study_room,session_started,True
651,16,2026-05-24,study_room,session_started,True
652,16,2026-05-24,notes,note_uploaded,True
653,16,2026-05-25,promotions,page_view,True
