student_id,activity_date,active_seconds,heartbeat_count,first_seen_at,last_seen_at,is_synthetic
1,2026-05-23,4740,15,2026-05-23T09:00:00,2026-05-23T10:30:00,True
1,2026-05-24,2520,8,2026-05-24T09:00:00,2026-05-24T09:30:00,True
1,2026-05-25,0,0,2026-05-25T09:00:00,,True
1,2026-05-26,0,0,2026-05-26T09:00:00,,True
1,2026-05-27,4380,14,2026-05-27T09:00:00,2026-05-27T10:30:00,True
1,2026-05-28,1560,5,2026-05-28T09:00:00,2026-05-28T09:30:00,True
1,2026-05-29,0,0,2026-05-29T09:00:00,,True
1,2026-05-30,3720,12,2026-05-30T09:00:00,2026-05-30T10:30:00,True
1,2026-05-31,0,0,2026-05-31T09:00:00,,True
2,2026-04-14,0,0,2026-04-14T09:00:00,,True
2,2026-04-15,0,0,2026-04-15T09:00:00,,True
2,2026-04-16,0,0,2026-04-16T09:00:00,,True
2,2026-04-17,0,0,2026-04-17T09:00:00,,True
2,2026-04-18,0,0,2026-04-18T09:00:00,,True
2,2026-04-19,0,0,2026-04-19T09:00:00,,True
2,2026-04-20,0,0,2026-04-20T09:00:00,,True
2,2026-04-21,0,0,2026-04-21T09:00:00,,True
2,2026-04-22,0,0,2026-04-22T09:00:00,,True
2,2026-04-23,0,0,2026-04-23T09:00:00,,True
2,2026-04-24,0,0,2026-04-24T09:00:00,,True
2,2026-04-25,0,0,2026-04-25T09:00:00,,True
2,2026-04-26,0,0,2026-04-26T09:00:00,,True
2,2026-04-27,0,0,2026-04-27T09:00:00,,True
2,2026-04-28,0,0,2026-04-28T09:00:00,,True
2,2026-04-29,0,0,2026-04-29T09:00:00,,True
2,2026-04-30,0,0,2026-04-30T09:00:00,,True
2,2026-05-01,0,0,2026-05-01T09:00:00,,True
2,2026-05-02,0,0,2026-05-02T09:00:00,,True
2,2026-05-03,840,2,2026-05-03T09:00:00,2026-05-03T09:30:00,True
2,2026-05-04,1440,4,2026-05-04T09:00:00,2026-05-04T09:30:00,True
2,2026-05-05,840,2,2026-05-05T09:00:00,2026-05-05T09:30:00,True
2,2026-05-06,1500,5,2026-05-06T09:00:00,2026-05-06T09:30:00,True
2,2026-05-07,0,0,2026-05-07T09:00:00,,True
2,2026-05-08,0,0,2026-05-08T09:00:00,,True
2,2026-05-09,2400,8,2026-05-09T09:00:00,2026-05-09T09:30:00,True
2,2026-05-10,0,0,2026-05-10T09:00:00,,True
2,2026-05-11,0,0,2026-05-11T09:00:00,,True
2,2026-05-12,3060,10,2026-05-12T09:00:00,2026-05-12T09:30:00,True
2,2026-05-13,0,0,2026-05-13T09:00:00,,True
2,2026-05-14,1320,4,2026-05-14T09:00:00,2026-05-14T09:30:00,True
2,2026-05-15,0,0,2026-05-15T09:00:00,,True
2,2026-05-16,0,0,2026-05-16T09:00:00,,True
2,2026-05-17,3060,10,2026-05-17T09:00:00,2026-05-17T09:30:00,True
2,2026-05-18,0,0,2026-05-18T09:00:00,,True
2,2026-05-19,0,0,2026-05-19T09:00:00,,True
2,2026-05-20,0,0,2026-05-20T09:00:00,,True
2,2026-05-21,0,0,2026-05-21T09:00:00,,True
2,2026-05-22,0,0,2026-05-22T09:00:00,,True
2,2026-05-23,0,0,2026-05-23T09:00:00,,True
2,2026-05-24,0,0,2026-05-24T09:00:00,,True
2,2026-05-25,0,0,2026-05-25T09:00:00,,True
2,2026-05-26,1380,4,2026-05-26T09:00:00,2026-05-26T09:30:00,True
2,2026-05-27,0,0,2026-05-27T09:00:00,,True
2,2026-05-28,2820,9,2026-05-28T09:00:00,2026-05-28T09:30:00,True
2,2026-05-29,0,0,2026-05-29T09:00:00,,True
2,2026-05-30,1260,4,2026-05-30T09:00:00,2026-05-30T09:30:00,True
2,2026-05-31,0,0,2026-05-31T09:00:00,,True
3,2026-04-24,3180,10,2026-04-24T09:00:00,2026-04-24T09:30:00,True
3,2026-04-25,0,0,2026-04-25T09:00:00,,True
3,2026-04-26,0,0,2026-04-26T09:00:00,,True
3,2026-04-27,1860,6,2026-04-27T09:00:00,2026-04-27T09:30:00,True
3,2026-04-28,2100,7,2026-04-28T09:00:00,2026-04-28T09:30:00,True
3,2026-04-29,3240,10,2026-04-29T09:00:00,2026-04-29T09:30:00,True
3,2026-04-30,1680,5,2026-04-30T09:00:00,2026-04-30T09:30:00,True
3,2026-05-01,0,0,2026-05-01T09:00:00,,True
3,2026-05-02,1500,5,2026-05-02T09:00:00,2026-05-02T09:30:00,True
3,2026-05-03,3960,13,2026-05-03T09:00:00,2026-05-03T10:30:00,True
3,2026-05-04,3420,11,2026-05-04T09:00:00,2026-05-04T09:30:00,True
3,2026-05-05,1260,4,2026-05-05T09:00:00,2026-05-05T09:30:00,True
3,2026-05-06,0,0,2026-05-06T09:00:00,,True
3,2026-05-07,3300,11,2026-05-07T09:00:00,2026-05-07T09:30:00,True
3,2026-05-08,4140,13,2026-05-08T09:00:00,2026-05-08T10:30:00,True
3,2026-05-09,0,0,2026-05-09T09:00:00,,True
3,2026-05-10,0,0,2026-05-10T09:00:00,,True
3,2026-05-11,3720,12,2026-05-11T09:00:00,2026-05-11T10:30:00,True
3,2026-05-12,0,0,2026-05-12T09:00:00,,True
3,2026-05-13,0,0,2026-05-13T09:00:00,,True
3,2026-05-14,0,0,2026-05-14T09:00:00,,True
3,2026-05-15,1380,4,2026-05-15T09:00:00,2026-05-15T09:30:00,True
3,2026-05-16,0,0,2026-05-16T09:00:00,,True
3,2026-05-17,2220,7,2026-05-17T09:00:00,2026-05-17T09:30:00,True
3,2026-05-18,3000,10,2026-05-18T09:00:00,2026-05-18T09:30:00,True
3,2026-05-19,0,0,2026-05-19T09:00:00,,True
3,2026-05-20,0,0,2026-05-20T09:00:00,,True
3,2026-05-21,0,0,2026-05-21T09:00:00,,True
3,2026-05-22,3720,12,2026-05-22T09:00:00,2026-05-22T10:30:00,True
3,2026-05-23,3420,11,2026-05-23T09:00:00,2026-05-23T09:30:00,True
3,2026-05-24,3900,13,2026-05-24T09:00:00,2026-05-24T10:30:00,True
3,2026-05-25,2700,9,2026-05-25T09:00:00,2026-05-25T09:30:00,True
3,2026-05-26,0,0,2026-05-26T09:00:00,,True
3,2026-05-27,3420,11,2026-05-27T09:00:00,2026-05-27T09:30:00,True
3,2026-05-28,0,0,2026-05-28T09:00:00,,True
3,2026-05-29,0,0,2026-05-29T09:00:00,,True
3,2026-05-30,0,0,2026-05-30T09:00:00,,True
3,2026-05-31,1860,6,2026-05-31T09:00:00,2026-05-31T09:30:00,True
4,2026-04-14,7260,24,2026-04-14T09:00:00,2026-04-14T11:30:00,True
4,2026-04-15,7320,24,2026-04-15T09:00:00,2026-04-15T11:30:00,True
4,2026-04-16,3000,10,2026-04-16T09:00:00,2026-04-16T09:30:00,True
4,2026-04-17,7800,26,2026-04-17T09:00:00,2026-04-17T11:30:00,True
4,2026-04-18,0,0,2026-04-18T09:00:00,,True
4,2026-04-19,7740,25,2026-04-19T09:00:00,2026-04-19T11:30:00,True
4,2026-04-20,5040,16,2026-04-20T09:00:00,2026-04-20T10:30:00,True
4,2026-04-21,3660,12,2026-04-21T09:00:00,2026-04-21T10:30:00,True
4,2026-04-22,4020,13,2026-04-22T09:00:00,2026-04-22T10:30:00,True
4,2026-04-23,0,0,2026-04-23T09:00:00,,True
4,2026-04-24,7140,23,2026-04-24T09:00:00,2026-04-24T10:30:00,True
4,2026-04-25,4320,14,2026-04-25T09:00:00,2026-04-25T10:30:00,True
4,2026-04-26,0,0,2026-04-26T09:00:00,,True
4,2026-04-27,4860,16,2026-04-27T09:00:00,2026-04-27T10:30:00,True
4,2026-04-28,4500,15,2026-04-28T09:00:00,2026-04-28T10:30:00,True
4,2026-04-29,3000,10,2026-04-29T09:00:00,2026-04-29T09:30:00,True
4,2026-04-30,0,0,2026-04-30T09:00:00,,True
4,2026-05-01,0,0,2026-05-01T09:00:00,,True
4,2026-05-02,5640,18,2026-05-02T09:00:00,2026-05-02T10:30:00,True
4,2026-05-03,3480,11,2026-05-03T09:00:00,2026-05-03T09:30:00,True
4,2026-05-04,3060,10,2026-05-04T09:00:00,2026-05-04T09:30:00,True
4,2026-05-05,3720,12,2026-05-05T09:00:00,2026-05-05T10:30:00,True
4,2026-05-06,0,0,2026-05-06T09:00:00,,True
4,2026-05-07,0,0,2026-05-07T09:00:00,,True
4,2026-05-08,6540,21,2026-05-08T09:00:00,2026-05-08T10:30:00,True
4,2026-05-09,3900,13,2026-05-09T09:00:00,2026-05-09T10:30:00,True
4,2026-05-10,4560,15,2026-05-10T09:00:00,2026-05-10T10:30:00,True
4,2026-05-11,4500,15,2026-05-11T09:00:00,2026-05-11T10:30:00,True
4,2026-05-12,5220,17,2026-05-12T09:00:00,2026-05-12T10:30:00,True
4,2026-05-13,4440,14,2026-05-13T09:00:00,2026-05-13T10:30:00,True
4,2026-05-14,5820,19,2026-05-14T09:00:00,2026-05-14T10:30:00,True
4,2026-05-15,5880,19,2026-05-15T09:00:00,2026-05-15T10:30:00,True
4,2026-05-16,0,0,2026-05-16T09:00:00,,True
4,2026-05-17,2700,9,2026-05-17T09:00:00,2026-05-17T09:30:00,True
4,2026-05-18,0,0,2026-05-18T09:00:00,,True
4,2026-05-19,6840,22,2026-05-19T09:00:00,2026-05-19T10:30:00,True
4,2026-05-20,4740,15,2026-05-20T09:00:00,2026-05-20T10:30:00,True
4,2026-05-21,5760,19,2026-05-21T09:00:00,2026-05-21T10:30:00,True
4,2026-05-22,0,0,2026-05-22T09:00:00,,True
4,2026-05-23,5700,19,2026-05-23T09:00:00,2026-05-23T10:30:00,True
4,2026-05-24,5940,19,2026-05-24T09:00:00,2026-05-24T10:30:00,True
4,2026-05-25,5580,18,2026-05-25T09:00:00,2026-05-25T10:30:00,True
4,2026-05-26,5580,18,2026-05-26T09:00:00,2026-05-26T10:30:00,True
4,2026-05-27,3300,11,2026-05-27T09:00:00,2026-05-27T09:30:00,True
4,2026-05-28,5340,17,2026-05-28T09:00:00,2026-05-28T10:30:00,True
4,2026-05-29,2880,9,2026-05-29T09:00:00,2026-05-29T09:30:00,True
4,2026-05-30,4500,15,2026-05-30T09:00:00,2026-05-30T10:30:00,True
4,2026-05-31,4320,14,2026-05-31T09:00:00,2026-05-31T10:30:00,True
5,2026-04-11,0,0,2026-04-11T09:00:00,,True
5,2026-04-12,0,0,2026-04-12T09:00:00,,True
5,2026-04-13,3840,12,2026-04-13T09:00:00,2026-04-13T10:30:00,True
5,2026-04-14,0,0,2026-04-14T09:00:00,,True
5,2026-04-15,3000,10,2026-04-15T09:00:00,2026-04-15T09:30:00,True
5,2026-04-16,0,0,2026-04-16T09:00:00,,True
5,2026-04-17,0,0,2026-04-17T09:00:00,,True
5,2026-04-18,1800,6,2026-04-18T09:00:00,2026-04-18T09:30:00,True
5,2026-04-19,5340,17,2026-04-19T09:00:00,2026-04-19T10:30:00,True
5,2026-04-20,0,0,2026-04-20T09:00:00,,True
5,2026-04-21,0,0,2026-04-21T09:00:00,,True
5,2026-04-22,0,0,2026-04-22T09:00:00,,True
5,2026-04-23,0,0,2026-04-23T09:00:00,,True
5,2026-04-24,5160,17,2026-04-24T09:00:00,2026-04-24T10:30:00,True
5,2026-04-25,0,0,2026-04-25T09:00:00,,True
5,2026-04-26,0,0,2026-04-26T09:00:00,,True
5,2026-04-27,5040,16,2026-04-27T09:00:00,2026-04-27T10:30:00,True
5,2026-04-28,5280,17,2026-04-28T09:00:00,2026-04-28T10:30:00,True
5,2026-04-29,3480,11,2026-04-29T09:00:00,2026-04-29T09:30:00,True
5,2026-04-30,0,0,2026-04-30T09:00:00,,True
5,2026-05-01,2940,9,2026-05-01T09:00:00,2026-05-01T09:30:00,True
5,2026-05-02,3300,11,2026-05-02T09:00:00,2026-05-02T09:30:00,True
5,2026-05-03,1620,5,2026-05-03T09:00:00,2026-05-03T09:30:00,True
5,2026-05-04,4320,14,2026-05-04T09:00:00,2026-05-04T10:30:00,True
5,2026-05-05,4020,13,2026-05-05T09:00:00,2026-05-05T10:30:00,True
5,2026-05-06,3240,10,2026-05-06T09:00:00,2026-05-06T09:30:00,True
5,2026-05-07,0,0,2026-05-07T09:00:00,,True
5,2026-05-08,0,0,2026-05-08T09:00:00,,True
5,2026-05-09,3660,12,2026-05-09T09:00:00,2026-05-09T10:30:00,True
5,2026-05-10,4260,14,2026-05-10T09:00:00,2026-05-10T10:30:00,True
5,2026-05-11,1800,6,2026-05-11T09:00:00,2026-05-11T09:30:00,True
5,2026-05-12,0,0,2026-05-12T09:00:00,,True
5,2026-05-13,1560,5,2026-05-13T09:00:00,2026-05-13T09:30:00,True
5,2026-05-14,2880,9,2026-05-14T09:00:00,2026-05-14T09:30:00,True
5,2026-05-15,1980,6,2026-05-15T09:00:00,2026-05-15T09:30:00,True
5,2026-05-16,0,0,2026-05-16T09:00:00,,True
5,2026-05-17,0,0,2026-05-17T09:00:00,,True
5,2026-05-18,4680,15,2026-05-18T09:00:00,2026-05-18T10:30:00,True
5,2026-05-19,4380,14,2026-05-19T09:00:00,2026-05-19T10:30:00,True
5,2026-05-20,0,0,2026-05-20T09:00:00,,True
5,2026-05-21,1920,6,2026-05-21T09:00:00,2026-05-21T09:30:00,True
5,2026-05-22,0,0,2026-05-22T09:00:00,,True
5,2026-05-23,2100,7,2026-05-23T09:00:00,2026-05-23T09:30:00,True
5,2026-05-24,4620,15,2026-05-24T09:00:00,2026-05-24T10:30:00,True
5,2026-05-25,3240,10,2026-05-25T09:00:00,2026-05-25T09:30:00,True
5,2026-05-26,3240,10,2026-05-26T09:00:00,2026-05-26T09:30:00,True
5,2026-05-27,0,0,2026-05-27T09:00:00,,True
5,2026-05-28,0,0,2026-05-28T09:00:00,,True
5,2026-05-29,2640,8,2026-05-29T09:00:00,2026-05-29T09:30:00,True
5,2026-05-30,2760,9,2026-05-30T09:00:00,2026-05-30T09:30:00,True
5,2026-05-31,0,0,2026-05-31T09:00:00,,True
6,2026-04-20,3240,10,2026-04-20T09:00:00,2026-04-20T09:30:00,True
6,2026-04-21,0,0,2026-04-21T09:00:00,,True
6,2026-04-22,0,0,2026-04-22T09:00:00,,True
6,2026-04-23,0,0,2026-04-23T09:00:00,,True
6,2026-04-24,0,0,2026-04-24T09:00:00,,True
6,2026-04-25,0,0,2026-04-25T09:00:00,,True
6,2026-04-26,0,0,2026-04-26T09:00:00,,True
6,2026-04-27,0,0,2026-04-27T09:00:00,,True
6,2026-04-28,0,0,2026-04-28T09:00:00,,True
6,2026-04-29,0,0,2026-04-29T09:00:00,,True
6,2026-04-30,0,0,2026-04-30T09:00:00,,True
6,2026-05-01,0,0,2026-05-01T09:00:00,,True
6,2026-05-02,0,0,2026-05-02T09:00:00,,True
6,2026-05-03,0,0,2026-05-03T09:00:00,,True
6,2026-05-04,0,0,2026-05-04T09:00:00,,True
6,2026-05-05,0,0,2026-05-05T09:00:00,,True
6,2026-05-06,0,0,2026-05-06T09:00:00,,True
6,2026-05-07,900,3,2026-05-07T09:00:00,2026-05-07T09:30:00,True
6,2026-05-08,0,0,2026-05-08T09:00:00,,True
6,2026-05-09,2640,8,2026-05-09T09:00:00,2026-05-09T09:30:00,True
6,2026-05-10,0,0,2026-05-10T09:00:00,,True
6,2026-05-11,0,0,2026-05-11T09:00:00,,True
6,2026-05-12,2700,9,2026-05-12T09:00:00,2026-05-12T09:30:00,True
6,2026-05-13,0,0,2026-05-13T09:00:00,,True
6,2026-05-14,0,0,2026-05-14T09:00:00,,True
6,2026-05-15,0,0,2026-05-15T09:00:00,,True
6,2026-05-16,1020,3,2026-05-16T09:00:00,2026-05-16T09:30:00,True
6,2026-05-17,0,0,2026-05-17T09:00:00,,True
6,2026-05-18,0,0,2026-05-18T09:00:00,,True
6,2026-05-19,0,0,2026-05-19T09:00:00,,True
6,2026-05-20,1320,4,2026-05-20T09:00:00,2026-05-20T09:30:00,True
6,2026-05-21,0,0,2026-05-21T09:00:00,,True
6,2026-05-22,0,0,2026-05-22T09:00:00,,True
6,2026-05-23,0,0,2026-05-23T09:00:00,,True
6,2026-05-24,0,0,2026-05-24T09:00:00,,True
6,2026-05-25,0,0,2026-05-25T09:00:00,,True
6,2026-05-26,0,0,2026-05-26T09:00:00,,True
6,2026-05-27,0,0,2026-05-27T09:00:00,,True
6,2026-05-28,0,0,2026-05-28T09:00:00,,True
6,2026-05-29,0,0,2026-05-29T09:00:00,,True
6,2026-05-30,0,0,2026-05-30T09:00:00,,True
6,2026-05-31,2040,6,2026-05-31T09:00:00,2026-05-31T09:30:00,True
7,2026-04-07,2700,9,2026-04-07T09:00:00,2026-04-07T09:30:00,True
7,2026-04-08,3420,11,2026-04-08T09:00:00,2026-04-08T09:30:00,True
7,2026-04-09,1020,3,2026-04-09T09:00:00,2026-04-09T09:30:00,True
7,2026-04-10,1260,4,2026-04-10T09:00:00,2026-04-10T09:30:00,True
7,2026-04-11,0,0,2026-04-11T09:00:00,,True
7,2026-04-12,0,0,2026-04-12T09:00:00,,True
7,2026-04-13,0,0,2026-04-13T09:00:00,,True
7,2026-04-14,0,0,2026-04-14T09:00:00,,True
7,2026-04-15,0,0,2026-04-15T09:00:00,,True
7,2026-04-16,0,0,2026-04-16T09:00:00,,True
7,2026-04-17,0,0,2026-04-17T09:00:00,,True
7,2026-04-18,3600,12,2026-04-18T09:00:00,2026-04-18T10:30:00,True
7,2026-04-19,0,0,2026-04-19T09:00:00,,True
7,2026-04-20,3480,11,2026-04-20T09:00:00,2026-04-20T09:30:00,True
7,2026-04-21,0,0,2026-04-21T09:00:00,,True
7,2026-04-22,3300,11,2026-04-22T09:00:00,2026-04-22T09:30:00,True
7,2026-04-23,0,0,2026-04-23T09:00:00,,True
7,2026-04-24,3900,13,2026-04-24T09:00:00,2026-04-24T10:30:00,True
7,2026-04-25,0,0,2026-04-25T09:00:00,,True
7,2026-04-26,0,0,2026-04-26T09:00:00,,True
7,2026-04-27,1200,4,2026-04-27T09:00:00,2026-04-27T09:30:00,True
7,2026-04-28,0,0,2026-04-28T09:00:00,,True
7,2026-04-29,0,0,2026-04-29T09:00:00,,True
7,2026-04-30,1860,6,2026-04-30T09:00:00,2026-04-30T09:30:00,True
7,2026-05-01,0,0,2026-05-01T09:00:00,,True
7,2026-05-02,2580,8,2026-05-02T09:00:00,2026-05-02T09:30:00,True
7,2026-05-03,2520,8,2026-05-03T09:00:00,2026-05-03T09:30:00,True
7,2026-05-04,2340,7,2026-05-04T09:00:00,2026-05-04T09:30:00,True
7,2026-05-05,0,0,2026-05-05T09:00:00,,True
7,2026-05-06,0,0,2026-05-06T09:00:00,,True
7,2026-05-07,900,3,2026-05-07T09:00:00,2026-05-07T09:30:00,True
7,2026-05-08,0,0,2026-05-08T09:00:00,,True
7,2026-05-09,0,0,2026-05-09T09:00:00,,True
7,2026-05-10,0,0,2026-05-10T09:00:00,,True
7,2026-05-11,3960,13,2026-05-11T09:00:00,2026-05-11T10:30:00,True
7,2026-05-12,0,0,2026-05-12T09:00:00,,True
7,2026-05-13,0,0,2026-05-13T09:00:00,,True
7,2026-05-14,0,0,2026-05-14T09:00:00,,True
7,2026-05-15,0,0,2026-05-15T09:00:00,,True
7,2026-05-16,2580,8,2026-05-16T09:00:00,2026-05-16T09:30:00,True
7,2026-05-17,1980,6,2026-05-17T09:00:00,2026-05-17T09:30:00,True
7,2026-05-18,3900,13,2026-05-18T09:00:00,2026-05-18T10:30:00,True
7,2026-05-19,0,0,2026-05-19T09:00:00,,True
7,2026-05-20,0,0,2026-05-20T09:00:00,,True
7,2026-05-21,0,0,2026-05-21T09:00:00,,True
7,2026-05-22,0,0,2026-05-22T09:00:00,,True
7,2026-05-23,3780,12,2026-05-23T09:00:00,2026-05-23T10:30:00,True
7,2026-05-24,0,0,2026-05-24T09:00:00,,True
7,2026-05-25,0,0,2026-05-25T09:00:00,,True
7,2026-05-26,3900,13,2026-05-26T09:00:00,2026-05-26T10:30:00,True
7,2026-05-27,0,0,2026-05-27T09:00:00,,True
7,2026-05-28,0,0,2026-05-28T09:00:00,,True
7,2026-05-29,0,0,2026-05-29T09:00:00,,True
7,2026-05-30,1740,5,2026-05-30T09:00:00,2026-05-30T09:30:00,True
7,2026-05-31,0,0,2026-05-31T09:00:00,,True
8,2026-04-13,7560,25,2026-04-13T09:00:00,2026-04-13T11:30:00,True
8,2026-04-14,5820,19,2026-04-14T09:00:00,2026-04-14T10:30:00,True
8,2026-04-15,6480,21,2026-04-15T09:00:00,2026-04-15T10:30:00,True
8,2026-04-16,6180,20,2026-04-16T09:00:00,2026-04-16T10:30:00,True
8,2026-04-17,6840,22,2026-04-17T09:00:00,2026-04-17T10:30:00,True
8,2026-04-18,5880,19,2026-04-18T09:00:00,2026-04-18T10:30:00,True
8,2026-04-19,4800,16,2026-04-19T09:00:00,2026-04-19T10:30:00,True
8,2026-04-20,4500,15,2026-04-20T09:00:00,2026-04-20T10:30:00,True
8,2026-04-21,7620,25,2026-04-21T09:00:00,2026-04-21T11:30:00,True
8,2026-04-22,3600,12,2026-04-22T09:00:00,2026-04-22T10:30:00,True
8,2026-04-23,4320,14,2026-04-23T09:00:00,2026-04-23T10:30:00,True
8,2026-04-24,5220,17,2026-04-24T09:00:00,2026-04-24T10:30:00,True
8,2026-04-25,6900,23,2026-04-25T09:00:00,2026-04-25T10:30:00,True
8,2026-04-26,3780,12,2026-04-26T09:00:00,2026-04-26T10:30:00,True
8,2026-04-27,3780,12,2026-04-27T09:00:00,2026-04-27T10:30:00,True
8,2026-04-28,0,0,2026-04-28T09:00:00,,True
8,2026-04-29,5400,18,2026-04-29T09:00:00,2026-04-29T10:30:00,True
8,2026-04-30,4680,15,2026-04-30T09:00:00,2026-04-30T10:30:00,True
8,2026-05-01,3180,10,2026-05-01T09:00:00,2026-05-01T09:30:00,True
8,2026-05-02,3480,11,2026-05-02T09:00:00,2026-05-02T09:30:00,True
8,2026-05-03,7740,25,2026-05-03T09:00:00,2026-05-03T11:30:00,True
8,2026-05-04,0,0,2026-05-04T09:00:00,,True
8,2026-05-05,0,0,2026-05-05T09:00:00,,True
8,2026-05-06,6060,20,2026-05-06T09:00:00,2026-05-06T10:30:00,True
8,2026-05-07,3660,12,2026-05-07T09:00:00,2026-05-07T10:30:00,True
8,2026-05-08,5160,17,2026-05-08T09:00:00,2026-05-08T10:30:00,True
8,2026-05-09,6540,21,2026-05-09T09:00:00,2026-05-09T10:30:00,True
8,2026-05-10,7680,25,2026-05-10T09:00:00,2026-05-10T11:30:00,True
8,2026-05-11,4320,14,2026-05-11T09:00:00,2026-05-11T10:30:00,True
8,2026-05-12,6180,20,2026-05-12T09:00:00,2026-05-12T10:30:00,True
8,2026-05-13,5100,17,2026-05-13T09:00:00,2026-05-13T10:30:00,True
8,2026-05-14,6300,21,2026-05-14T09:00:00,2026-05-14T10:30:00,True
8,2026-05-15,3420,11,2026-05-15T09:00:00,2026-05-15T09:30:00,True
8,2026-05-16,3120,10,2026-05-16T09:00:00,2026-05-16T09:30:00,True
8,2026-05-17,3600,12,2026-05-17T09:00:00,2026-05-17T10:30:00,True
8,2026-05-18,0,0,2026-05-18T09:00:00,,True
8,2026-05-19,0,0,2026-05-19T09:00:00,,True
8,2026-05-20,5400,18,2026-05-20T09:00:00,2026-05-20T10:30:00,True
8,2026-05-21,6360,21,2026-05-21T09:00:00,2026-05-21T10:30:00,True
8,2026-05-22,4800,16,2026-05-22T09:00:00,2026-05-22T10:30:00,True
8,2026-05-23,0,0,2026-05-23T09:00:00,,True
8,2026-05-24,0,0,2026-05-24T09:00:00,,True
8,2026-05-25,2880,9,2026-05-25T09:00:00,2026-05-25T09:30:00,True
8,2026-05-26,2880,9,2026-05-26T09:00:00,2026-05-26T09:30:00,True
8,2026-05-27,5280,17,2026-05-27T09:00:00,2026-05-27T10:30:00,True
8,2026-05-28,5760,19,2026-05-28T09:00:00,2026-05-28T10:30:00,True
8,2026-05-29,0,0,2026-05-29T09:00:00,,True
8,2026-05-30,5880,19,2026-05-30T09:00:00,2026-05-30T10:30:00,True
8,2026-05-31,7020,23,2026-05-31T09:00:00,2026-05-31T10:30:00,True
9,2026-04-10,1860,6,2026-04-10T09:00:00,2026-04-10T09:30:00,True
9,2026-04-11,4860,16,2026-04-11T09:00:00,2026-04-11T10:30:00,True
9,2026-04-12,4800,16,2026-04-12T09:00:00,2026-04-12T10:30:00,True
9,2026-04-13,0,0,2026-04-13T09:00:00,,True
9,2026-04-14,3180,10,2026-04-14T09:00:00,2026-04-14T09:30:00,True
9,2026-04-15,3780,12,2026-04-15T09:00:00,2026-04-15T10:30:00,True
9,2026-04-16,0,0,2026-04-16T09:00:00,,True
9,2026-04-17,4800,16,2026-04-17T09:00:00,2026-04-17T10:30:00,True
9,2026-04-18,0,0,2026-04-18T09:00:00,,True
9,2026-04-19,0,0,2026-04-19T09:00:00,,True
9,2026-04-20,1800,6,2026-04-20T09:00:00,2026-04-20T09:30:00,True
9,2026-04-21,3900,13,2026-04-21T09:00:00,2026-04-21T10:30:00,True
9,2026-04-22,0,0,2026-04-22T09:00:00,,True
9,2026-04-23,1620,5,2026-04-23T09:00:00,2026-04-23T09:30:00,True
9,2026-04-24,4260,14,2026-04-24T09:00:00,2026-04-24T10:30:00,True
9,2026-04-25,4560,15,2026-04-25T09:00:00,2026-04-25T10:30:00,True
9,2026-04-26,4080,13,2026-04-26T09:00:00,2026-04-26T10:30:00,True
9,2026-04-27,2340,7,2026-04-27T09:00:00,2026-04-27T09:30:00,True
9,2026-04-28,2580,8,2026-04-28T09:00:00,2026-04-28T09:30:00,True
9,2026-04-29,2640,8,2026-04-29T09:00:00,2026-04-29T09:30:00,True
9,2026-04-30,5280,17,2026-04-30T09:00:00,2026-04-30T10:30:00,True
9,2026-05-01,0,0,2026-05-01T09:00:00,,True
